"id","cve","t","valor","m","id2","DesGeo"
"i22",0,2015,28,1,"a","N"
"i22",0,2015,35,1,"a","N"
"i22",0,2015,41,2,"a","N"
"i22",0,2015,78,2,"a","N"
"i22",0,2015,42,2,"a","N"
"i22",0,2015,65,3,"a","N"
"i22",0,2015,63,3,"a","N"
"i22",0,2015,58,4,"a","N"
"i22",0,2015,39,4,"a","N"
"i22",0,2015,18,4,"a","N"
"i22",0,2014,1,4,"b","N"
"i22",0,2014,4,4,"c","N"
"i22",0,2014,2,4,"d","N"
"i22",0,2014,2,4,"b","N"
"i22",0,2014,7,4,"c","N"
"i22",0,2014,1,4,"d","N"
"i22",0,2014,5,4,"b","N"
"i22",0,2014,8,4,"c","N"
"i22",0,2014,4,4,"d","N"
"i22",0,2014,5,4,"e","N"
"i22",0,2015,5,1,"b","N"
"i22",0,2015,1,1,"f","N"
"i22",0,2015,11,1,"c","N"
"i22",0,2015,4,1,"d","N"
"i22",0,2015,9,1,"b","N"
"i22",0,2015,14,1,"c","N"
"i22",0,2015,5,1,"d","N"
"i22",0,2015,8,1,"b","N"
"i22",0,2015,14,1,"c","N"
"i22",0,2015,8,1,"d","N"
"i22",0,2015,5,1,"e","N"
"i22",0,2015,1,2,"g","N"
"i22",0,2015,10,2,"b","N"
"i22",0,2015,4,2,"f","N"
"i22",0,2015,10,2,"c","N"
"i22",0,2015,14,2,"d","N"
"i22",0,2015,2,2,"e","N"
"i22",0,2015,13,2,"b","N"
"i22",0,2015,10,2,"f","N"
"i22",0,2015,36,2,"c","N"
"i22",0,2015,8,2,"d","N"
"i22",0,2015,11,2,"e","N"
"i22",0,2015,16,2,"b","N"
"i22",0,2015,9,2,"f","N"
"i22",0,2015,8,2,"c","N"
"i22",0,2015,6,2,"d","N"
"i22",0,2015,3,2,"e","N"
"i22",0,2015,18,3,"b","N"
"i22",0,2015,6,3,"f","N"
"i22",0,2015,24,3,"c","N"
"i22",0,2015,14,3,"d","N"
"i22",0,2015,3,3,"e","N"
"i22",0,2015,15,3,"b","N"
"i22",0,2015,26,3,"f","N"
"i22",0,2015,14,3,"c","N"
"i22",0,2015,5,3,"d","N"
"i22",0,2015,3,3,"e","N"
"i22",0,2015,15,4,"b","N"
"i22",0,2015,17,4,"f","N"
"i22",0,2015,17,4,"c","N"
"i22",0,2015,5,4,"d","N"
"i22",0,2015,4,4,"e","N"
"i22",0,2015,4,4,"b","N"
"i22",0,2015,10,4,"f","N"
"i22",0,2015,17,4,"c","N"
"i22",0,2015,4,4,"d","N"
"i22",0,2015,4,4,"e","N"
"i22",0,2015,2,4,"b","N"
"i22",0,2015,9,4,"f","N"
"i22",0,2015,3,4,"c","N"
"i22",0,2015,3,4,"d","N"
"i22",0,2015,1,4,"e","N"
"i23",0,2014,637156,4,"a","N"
"i23",0,2014,1322792,4,"a","N"
"i23",0,2014,1892481,4,"a","N"
"i23",0,2015,3000814,1,"a","N"
"i23",0,2015,2029924,1,"a","N"
"i23",0,2015,2688805,1,"a","N"
"i23",0,2015,4046759,2,"a","N"
"i23",0,2015,6426473,2,"a","N"
"i23",0,2015,2542379,2,"a","N"
"i23",0,2015,5133812,3,"a","N"
"i23",0,2015,5214803,3,"a","N"
"i23",0,2015,4326800,4,"a","N"
"i23",0,2015,3470152,4,"a","N"
"i23",0,2015,2871591,4,"a","N"
"i23",0,2015,440742,4,"a","N"
"i23",0,2014,72446,4,"b","N"
"i23",0,2014,418516,4,"c","N"
"i23",0,2014,146194,4,"d","N"
"i23",0,2014,715002,4,"b","N"
"i23",0,2014,459564,4,"c","N"
"i23",0,2014,146326,4,"d","N"
"i23",0,2014,1900,4,"e","N"
"i23",0,2014,701016,4,"b","N"
"i23",0,2014,396783,4,"c","N"
"i23",0,2014,566885,4,"d","N"
"i23",0,2014,227797,4,"e","N"
"i23",0,2015,261969,1,"b","N"
"i23",0,2015,2025963,1,"f","N"
"i23",0,2015,463900,1,"c","N"
"i23",0,2015,240930,1,"d","N"
"i23",0,2015,8052,1,"e","N"
"i23",0,2015,456869,1,"b","N"
"i23",0,2015,3700,1,"f","N"
"i23",0,2015,1239167,1,"c","N"
"i23",0,2015,320738,1,"d","N"
"i23",0,2015,9450,1,"e","N"
"i23",0,2015,377314,1,"b","N"
"i23",0,2015,10599,1,"f","N"
"i23",0,2015,1569251,1,"c","N"
"i23",0,2015,581956,1,"d","N"
"i23",0,2015,149685,1,"e","N"
"i23",0,2015,37306,2,"g","N"
"i23",0,2015,545357,2,"b","N"
"i23",0,2015,2087771,2,"f","N"
"i23",0,2015,688676,2,"c","N"
"i23",0,2015,580372,2,"d","N"
"i23",0,2015,107277,2,"e","N"
"i23",0,2015,1595044,2,"b","N"
"i23",0,2015,433580,2,"f","N"
"i23",0,2015,2919756,2,"c","N"
"i23",0,2015,467816,2,"d","N"
"i23",0,2015,1010277,2,"e","N"
"i23",0,2015,641984,2,"b","N"
"i23",0,2015,1008549,2,"f","N"
"i23",0,2015,375930,2,"c","N"
"i23",0,2015,381727,2,"d","N"
"i23",0,2015,134189,2,"e","N"
"i23",0,2015,1162071,3,"b","N"
"i23",0,2015,404254,3,"f","N"
"i23",0,2015,1545431,3,"c","N"
"i23",0,2015,364158,3,"d","N"
"i23",0,2015,1657898,3,"e","N"
"i23",0,2015,950628,3,"b","N"
"i23",0,2015,536695,3,"f","N"
"i23",0,2015,1244865,3,"c","N"
"i23",0,2015,428162,3,"d","N"
"i23",0,2015,2054453,3,"e","N"
"i23",0,2015,1769438,4,"b","N"
"i23",0,2015,528227,4,"f","N"
"i23",0,2015,931181,4,"c","N"
"i23",0,2015,741930,4,"d","N"
"i23",0,2015,356024,4,"e","N"
"i23",0,2015,422138,4,"b","N"
"i23",0,2015,1030028,4,"f","N"
"i23",0,2015,1330221,4,"c","N"
"i23",0,2015,428667,4,"d","N"
"i23",0,2015,259098,4,"e","N"
"i23",0,2015,1098,4,"g","N"
"i23",0,2015,219056,4,"b","N"
"i23",0,2015,1032103,4,"f","N"
"i23",0,2015,957313,4,"c","N"
"i23",0,2015,370088,4,"d","N"
"i23",0,2015,291933,4,"e","N"
"i23",0,2015,24800,4,"b","N"
"i23",0,2015,91865,4,"f","N"
"i23",0,2015,88465,4,"c","N"
"i23",0,2015,110272,4,"d","N"
"i23",0,2015,125340,4,"e","N"
"i23",0,2014,565176,4,"a","N"
"i23",0,2014,1261011,4,"a","N"
"i23",0,2014,1853459,4,"a","N"
"i23",0,2015,2877310,1,"a","N"
"i23",0,2015,1866207,1,"a","N"
"i23",0,2015,2547442,1,"a","N"
"i23",0,2015,3977234,2,"a","N"
"i23",0,2015,6342859,2,"a","N"
"i23",0,2015,2373799,2,"a","N"
"i23",0,2015,4965331,3,"a","N"
"i23",0,2015,5079722,3,"a","N"
"i23",0,2015,4167147,4,"a","N"
"i23",0,2015,2376901,4,"a","N"
"i23",0,2015,890379,4,"a","N"
"i24",0,2014,31857.8,4,"a","N"
"i24",0,2014,40084.6060606061,4,"a","N"
"i24",0,2014,35045.9444444444,4,"a","N"
"i24",0,2015,57707.9615384615,1,"a","N"
"i24",0,2015,30297.3731343284,1,"a","N"
"i24",0,2015,32009.5833333333,1,"a","N"
"i24",0,2015,42153.7395833333,2,"a","N"
"i24",0,2015,41730.3441558442,2,"a","N"
"i24",0,2015,21729.735042735,2,"a","N"
"i24",0,2015,38600.0902255639,3,"a","N"
"i24",0,2015,44955.1982758621,3,"a","N"
"i24",0,2015,39695.4128440367,4,"a","N"
"i24",0,2015,22388.0774193548,4,"a","N"
"i24",0,2015,11578.9959677419,4,"a","N"
"i24",0,2015,5650.53846153846,4,"a","N"
"i24",0,2014,12074.3333333333,4,"b","N"
"i24",0,2014,38046.9090909091,4,"c","N"
"i24",0,2014,48731.3333333333,4,"d","N"
"i24",0,2014,119167,4,"b","N"
"i24",0,2014,28722.75,4,"c","N"
"i24",0,2014,24387.6666666667,4,"d","N"
"i24",0,2014,380,4,"e","N"
"i24",0,2014,77890.6666666667,4,"b","N"
"i24",0,2014,22043.5,4,"c","N"
"i24",0,2014,35430.3125,4,"d","N"
"i24",0,2014,20708.8181818182,4,"e","N"
"i24",0,2015,26196.9,1,"b","N"
"i24",0,2015,2025963,1,"f","N"
"i24",0,2015,22090.4761904762,1,"c","N"
"i24",0,2015,16062,1,"d","N"
"i24",0,2015,1610.4,1,"e","N"
"i24",0,2015,28554.3125,1,"b","N"
"i24",0,2015,1233.33333333333,1,"f","N"
"i24",0,2015,51631.9583333333,1,"c","N"
"i24",0,2015,18866.9411764706,1,"d","N"
"i24",0,2015,1350,1,"e","N"
"i24",0,2015,26951,1,"b","N"
"i24",0,2015,5299.5,1,"f","N"
"i24",0,2015,52308.3666666667,1,"c","N"
"i24",0,2015,26452.5454545455,1,"d","N"
"i24",0,2015,9355.3125,1,"e","N"
"i24",0,2015,37306,2,"g","N"
"i24",0,2015,34084.8125,2,"b","N"
"i24",0,2015,521942.75,2,"f","N"
"i24",0,2015,23747.4482758621,2,"c","N"
"i24",0,2015,18136.625,2,"d","N"
"i24",0,2015,7662.64285714286,2,"e","N"
"i24",0,2015,88613.5555555556,2,"b","N"
"i24",0,2015,30970,2,"f","N"
"i24",0,2015,53086.4727272727,2,"c","N"
"i24",0,2015,17992.9230769231,2,"d","N"
"i24",0,2015,24640.9024390244,2,"e","N"
"i24",0,2015,22137.3793103448,2,"b","N"
"i24",0,2015,59326.4117647059,2,"f","N"
"i24",0,2015,12531,2,"c","N"
"i24",0,2015,27266.2142857143,2,"d","N"
"i24",0,2015,4969.96296296296,2,"e","N"
"i24",0,2015,33202.0285714286,3,"b","N"
"i24",0,2015,28875.2857142857,3,"f","N"
"i24",0,2015,36795.9761904762,3,"c","N"
"i24",0,2015,14006.0769230769,3,"d","N"
"i24",0,2015,103618.625,3,"e","N"
"i24",0,2015,35208.4444444444,3,"b","N"
"i24",0,2015,14908.1944444444,3,"f","N"
"i24",0,2015,40156.935483871,3,"c","N"
"i24",0,2015,35680.1666666667,3,"d","N"
"i24",0,2015,205445.3,3,"e","N"
"i24",0,2015,76932.0869565217,4,"b","N"
"i24",0,2015,24010.3181818182,4,"f","N"
"i24",0,2015,28217.6060606061,4,"c","N"
"i24",0,2015,41218.3333333333,4,"d","N"
"i24",0,2015,27386.4615384615,4,"e","N"
"i24",0,2015,14556.4827586207,4,"b","N"
"i24",0,2015,27838.5945945946,4,"f","N"
"i24",0,2015,35005.8157894737,4,"c","N"
"i24",0,2015,15876.5555555556,4,"d","N"
"i24",0,2015,10795.75,4,"e","N"
"i24",0,2015,1098,4,"g","N"
"i24",0,2015,7553.65517241379,4,"b","N"
"i24",0,2015,21959.6382978723,4,"f","N"
"i24",0,2015,14727.8923076923,4,"c","N"
"i24",0,2015,7256.62745098039,4,"d","N"
"i24",0,2015,5307.87272727273,4,"e","N"
"i24",0,2015,2755.55555555556,4,"b","N"
"i24",0,2015,5403.82352941176,4,"f","N"
"i24",0,2015,5203.82352941176,4,"c","N"
"i24",0,2015,7876.57142857143,4,"d","N"
"i24",0,2015,5968.57142857143,4,"e","N"
"i24",0,2014,5536.92307692308,4,"h","N"
"i24",0,2014,80739.4285714286,4,"i","N"
"i24",0,2014,2686.13043478261,4,"h","N"
"i24",0,2014,126101.1,4,"i","N"
"i24",0,2014,1219.4375,4,"h","N"
"i24",0,2014,84248.1363636364,4,"i","N"
"i24",0,2015,3984,1,"h","N"
"i24",0,2015,137014.761904762,1,"i","N"
"i24",0,2015,4197.87179487179,1,"h","N"
"i24",0,2015,66650.25,1,"i","N"
"i24",0,2015,2884.95918367347,1,"h","N"
"i24",0,2015,72784.0571428571,1,"i","N"
"i24",0,2015,1264.09090909091,2,"h","N"
"i24",0,2015,97005.7073170732,2,"i","N"
"i24",0,2015,1100.18421052632,2,"h","N"
"i24",0,2015,81318.7051282051,2,"i","N"
"i24",0,2015,2247.73333333333,2,"h","N"
"i24",0,2015,56519.0238095238,2,"i","N"
"i24",0,2015,2477.66176470588,3,"h","N"
"i24",0,2015,76389.7076923077,3,"i","N"
"i24",0,2015,2548.69811320755,3,"h","N"
"i24",0,2015,80630.5079365079,3,"i","N"
"i24",0,2015,3130.45098039216,4,"h","N"
"i24",0,2015,71847.3620689655,4,"i","N"
"i24",0,2015,9424.5775862069,4,"h","N"
"i24",0,2015,60946.1794871795,4,"i","N"
"i24",0,2015,8613.9652173913,4,"h","N"
"i24",0,2015,49465.5,4,"i","N"
"i24",0,2015,5650.53846153846,4,"h","N"
"i25",0,2014,0.35,4,"a","N"
"i25",0,2014,0.303030303030303,4,"a","N"
"i25",0,2014,0.407407407407407,4,"a","N"
"i25",0,2015,0.403846153846154,1,"a","N"
"i25",0,2015,0.417910447761194,1,"a","N"
"i25",0,2015,0.416666666666667,1,"a","N"
"i25",0,2015,0.427083333333333,2,"a","N"
"i25",0,2015,0.506493506493506,2,"a","N"
"i25",0,2015,0.358974358974359,2,"a","N"
"i25",0,2015,0.488721804511278,3,"a","N"
"i25",0,2015,0.543103448275862,3,"a","N"
"i25",0,2015,0.532110091743119,4,"a","N"
"i25",0,2015,0.251612903225806,4,"a","N"
"i25",0,2015,0.0725806451612903,4,"a","N"
"i25",0,2015,0,4,"a","N"
"i25",0,2014,0.166666666666667,4,"b","N"
"i25",0,2014,0.363636363636364,4,"c","N"
"i25",0,2014,0.666666666666667,4,"d","N"
"i25",0,2014,0.333333333333333,4,"b","N"
"i25",0,2014,0.4375,4,"c","N"
"i25",0,2014,0.166666666666667,4,"d","N"
"i25",0,2014,0,4,"e","N"
"i25",0,2014,0.555555555555556,4,"b","N"
"i25",0,2014,0.444444444444444,4,"c","N"
"i25",0,2014,0.25,4,"d","N"
"i25",0,2014,0.454545454545455,4,"e","N"
"i25",0,2015,0.5,1,"b","N"
"i25",0,2015,1,1,"f","N"
"i25",0,2015,0.523809523809524,1,"c","N"
"i25",0,2015,0.266666666666667,1,"d","N"
"i25",0,2015,0,1,"e","N"
"i25",0,2015,0.5625,1,"b","N"
"i25",0,2015,0,1,"f","N"
"i25",0,2015,0.583333333333333,1,"c","N"
"i25",0,2015,0.294117647058824,1,"d","N"
"i25",0,2015,0,1,"e","N"
"i25",0,2015,0.571428571428571,1,"b","N"
"i25",0,2015,0,1,"f","N"
"i25",0,2015,0.466666666666667,1,"c","N"
"i25",0,2015,0.363636363636364,1,"d","N"
"i25",0,2015,0.3125,1,"e","N"
"i25",0,2015,1,2,"g","N"
"i25",0,2015,0.625,2,"b","N"
"i25",0,2015,1,2,"f","N"
"i25",0,2015,0.344827586206897,2,"c","N"
"i25",0,2015,0.4375,2,"d","N"
"i25",0,2015,0.142857142857143,2,"e","N"
"i25",0,2015,0.722222222222222,2,"b","N"
"i25",0,2015,0.714285714285714,2,"f","N"
"i25",0,2015,0.654545454545455,2,"c","N"
"i25",0,2015,0.307692307692308,2,"d","N"
"i25",0,2015,0.268292682926829,2,"e","N"
"i25",0,2015,0.551724137931034,2,"b","N"
"i25",0,2015,0.529411764705882,2,"f","N"
"i25",0,2015,0.266666666666667,2,"c","N"
"i25",0,2015,0.428571428571429,2,"d","N"
"i25",0,2015,0.111111111111111,2,"e","N"
"i25",0,2015,0.514285714285714,3,"b","N"
"i25",0,2015,0.428571428571429,3,"f","N"
"i25",0,2015,0.571428571428571,3,"c","N"
"i25",0,2015,0.538461538461538,3,"d","N"
"i25",0,2015,0.1875,3,"e","N"
"i25",0,2015,0.555555555555556,3,"b","N"
"i25",0,2015,0.722222222222222,3,"f","N"
"i25",0,2015,0.451612903225806,3,"c","N"
"i25",0,2015,0.416666666666667,3,"d","N"
"i25",0,2015,0.3,3,"e","N"
"i25",0,2015,0.652173913043478,4,"b","N"
"i25",0,2015,0.772727272727273,4,"f","N"
"i25",0,2015,0.515151515151515,4,"c","N"
"i25",0,2015,0.277777777777778,4,"d","N"
"i25",0,2015,0.307692307692308,4,"e","N"
"i25",0,2015,0.137931034482759,4,"b","N"
"i25",0,2015,0.27027027027027,4,"f","N"
"i25",0,2015,0.447368421052632,4,"c","N"
"i25",0,2015,0.148148148148148,4,"d","N"
"i25",0,2015,0.166666666666667,4,"e","N"
"i25",0,2015,0,4,"g","N"
"i25",0,2015,0.0689655172413793,4,"b","N"
"i25",0,2015,0.191489361702128,4,"f","N"
"i25",0,2015,0.0461538461538462,4,"c","N"
"i25",0,2015,0.0588235294117647,4,"d","N"
"i25",0,2015,0.0181818181818182,4,"e","N"
"i25",0,2015,0,4,"b","N"
"i25",0,2015,0,4,"f","N"
"i25",0,2015,0,4,"c","N"
"i25",0,2015,0,4,"d","N"
"i25",0,2015,0,4,"e","N"
"i26",0,2014,623,4,"a","N"
"i26",0,2014,688,4,"a","N"
"i26",0,2014,1225,4,"a","N"
"i26",0,2015,1904,1,"a","N"
"i26",0,2015,1687,1,"a","N"
"i26",0,2015,2612,1,"a","N"
"i26",0,2015,2684,2,"a","N"
"i26",0,2015,6084,2,"a","N"
"i26",0,2015,2030,2,"a","N"
"i26",0,2015,3973,3,"a","N"
"i26",0,2015,3112,3,"a","N"
"i26",0,2015,3247,4,"a","N"
"i26",0,2015,3153,4,"a","N"
"i26",0,2015,3041,4,"a","N"
"i26",0,2015,303,4,"a","N"
"i27",0,2014,91.6666666666667,4,"a","N"
"i27",0,2014,62.8333333333333,4,"a","N"
"i27",0,2014,56.8421052631579,4,"a","N"
"i27",0,2015,48.1111111111111,1,"a","N"
"i27",0,2015,53.44,1,"a","N"
"i27",0,2015,54.6470588235294,1,"a","N"
"i27",0,2015,48.8148148148148,2,"a","N"
"i27",0,2015,47.231884057971,2,"a","N"
"i27",0,2015,48.3055555555556,2,"a","N"
"i27",0,2015,46.18,3,"a","N"
"i27",0,2015,52.5641025641026,3,"a","N"
"i27",0,2015,39.2954545454545,4,"a","N"
"i27",0,2015,31.448275862069,4,"a","N"
"i27",0,2015,19.5714285714286,4,"a","N"
"i27",0,2014,90,4,"b","N"
"i27",0,2014,98,4,"c","N"
"i27",0,2014,83,4,"d","N"
"i27",0,2014,80,4,"b","N"
"i27",0,2014,49.75,4,"c","N"
"i27",0,2014,98,4,"d","N"
"i27",0,2014,67.8,4,"b","N"
"i27",0,2014,52.3333333333333,4,"c","N"
"i27",0,2014,52.75,4,"d","N"
"i27",0,2014,54,4,"e","N"
"i27",0,2015,50,1,"b","N"
"i27",0,2015,59,1,"f","N"
"i27",0,2015,46,1,"c","N"
"i27",0,2015,47.25,1,"d","N"
"i27",0,2015,52.2222222222222,1,"b","N"
"i27",0,2015,58.3636363636364,1,"c","N"
"i27",0,2015,44.8,1,"d","N"
"i27",0,2015,46.5,1,"b","N"
"i27",0,2015,63.4285714285714,1,"c","N"
"i27",0,2015,56.2857142857143,1,"d","N"
"i27",0,2015,40.8,1,"e","N"
"i27",0,2015,NA,2,"g","N"
"i27",0,2015,48,2,"b","N"
"i27",0,2015,NA,2,"f","N"
"i27",0,2015,57.3333333333333,2,"c","N"
"i27",0,2015,38.5,2,"d","N"
"i27",0,2015,45.5,2,"e","N"
"i27",0,2015,51.0833333333333,2,"b","N"
"i27",0,2015,26.6666666666667,2,"f","N"
"i27",0,2015,48.2,2,"c","N"
"i27",0,2015,52.125,2,"d","N"
"i27",0,2015,42,2,"e","N"
"i27",0,2015,53.5625,2,"b","N"
"i27",0,2015,31.5,2,"f","N"
"i27",0,2015,40.8571428571429,2,"c","N"
"i27",0,2015,66.8,2,"d","N"
"i27",0,2015,36.5,2,"e","N"
"i27",0,2015,49.3529411764706,3,"b","N"
"i27",0,2015,36.3333333333333,3,"f","N"
"i27",0,2015,49.7619047619048,3,"c","N"
"i27",0,2015,30.8571428571429,3,"d","N"
"i27",0,2015,50,3,"e","N"
"i27",0,2015,64.6666666666667,3,"b","N"
"i27",0,2015,26.8571428571429,3,"f","N"
"i27",0,2015,56.0714285714286,3,"c","N"
"i27",0,2015,70.3333333333333,3,"d","N"
"i27",0,2015,30,3,"e","N"
"i27",0,2015,36.4285714285714,4,"b","N"
"i27",0,2015,29.5,4,"f","N"
"i27",0,2015,39.4,4,"c","N"
"i27",0,2015,49.2,4,"d","N"
"i27",0,2015,51.25,4,"e","N"
"i27",0,2015,39,4,"b","N"
"i27",0,2015,24.25,4,"f","N"
"i27",0,2015,34,4,"c","N"
"i27",0,2015,23.75,4,"d","N"
"i27",0,2015,29.3333333333333,4,"e","N"
"i27",0,2015,32.5,4,"b","N"
"i27",0,2015,17.1666666666667,4,"f","N"
"i27",0,2015,21,4,"c","N"
"i27",0,2015,12,4,"d","N"
"i27",0,2015,19,4,"e","N"
"i21",1,2014,1,4,"a","E"
"i21",1,2015,1,1,"a","E"
"i21",1,2015,1,1,"a","E"
"i21",1,2015,1,2,"a","E"
"i21",1,2015,1,2,"a","E"
"i21",1,2015,1,4,"a","E"
"i21",1,2015,5,4,"a","E"
"i21",1,2015,2,4,"a","E"
"i21",2,2015,2,1,"a","E"
"i21",2,2015,2,1,"a","E"
"i21",2,2015,1,1,"a","E"
"i21",2,2015,2,2,"a","E"
"i21",2,2015,1,2,"a","E"
"i21",2,2015,1,2,"a","E"
"i21",2,2015,1,3,"a","E"
"i21",2,2015,2,4,"a","E"
"i21",2,2015,4,4,"a","E"
"i21",2,2015,2,4,"a","E"
"i21",3,2015,1,1,"a","E"
"i21",3,2015,1,2,"a","E"
"i21",3,2015,1,3,"a","E"
"i21",3,2015,3,4,"a","E"
"i21",3,2015,1,4,"a","E"
"i21",4,2015,1,1,"a","E"
"i21",4,2015,1,2,"a","E"
"i21",4,2015,1,3,"a","E"
"i21",4,2015,1,4,"a","E"
"i21",4,2015,3,4,"a","E"
"i21",4,2015,1,4,"a","E"
"i21",5,2014,1,4,"a","E"
"i21",5,2015,1,2,"a","E"
"i21",5,2015,2,2,"a","E"
"i21",5,2015,4,3,"a","E"
"i21",5,2015,2,4,"a","E"
"i21",5,2015,1,4,"a","E"
"i21",5,2015,1,4,"a","E"
"i21",6,2015,1,1,"a","E"
"i21",6,2015,3,2,"a","E"
"i21",6,2015,2,2,"a","E"
"i21",6,2015,2,3,"a","E"
"i21",6,2015,4,4,"a","E"
"i21",6,2015,5,4,"a","E"
"i21",6,2015,2,4,"a","E"
"i21",7,2014,1,4,"a","E"
"i21",7,2015,2,2,"a","E"
"i21",7,2015,2,3,"a","E"
"i21",7,2015,1,3,"a","E"
"i21",7,2015,2,4,"a","E"
"i21",7,2015,3,4,"a","E"
"i21",8,2015,1,4,"a","E"
"i21",8,2015,1,4,"a","E"
"i21",9,2014,1,4,"a","E"
"i21",10,2014,1,4,"a","E"
"i21",10,2015,1,1,"a","E"
"i21",10,2015,1,2,"a","E"
"i21",10,2015,1,4,"a","E"
"i21",11,2015,1,1,"a","E"
"i21",11,2015,1,1,"a","E"
"i21",11,2015,1,2,"a","E"
"i21",11,2015,2,2,"a","E"
"i21",11,2015,1,2,"a","E"
"i21",11,2015,2,4,"a","E"
"i21",11,2015,1,4,"a","E"
"i21",12,2014,3,4,"a","E"
"i21",12,2014,2,4,"a","E"
"i21",12,2015,3,1,"a","E"
"i21",12,2015,1,1,"a","E"
"i21",12,2015,13,2,"a","E"
"i21",12,2015,6,2,"a","E"
"i21",12,2015,6,2,"a","E"
"i21",12,2015,2,3,"a","E"
"i21",12,2015,3,3,"a","E"
"i21",12,2015,1,4,"a","E"
"i21",12,2015,3,4,"a","E"
"i21",12,2015,5,4,"a","E"
"i21",12,2015,11,4,"a","E"
"i21",13,2014,1,4,"a","E"
"i21",13,2015,2,1,"a","E"
"i21",13,2015,3,2,"a","E"
"i21",13,2015,1,2,"a","E"
"i21",13,2015,1,3,"a","E"
"i21",13,2015,2,3,"a","E"
"i21",13,2015,2,4,"a","E"
"i21",13,2015,4,4,"a","E"
"i21",13,2015,4,4,"a","E"
"i21",13,2015,1,4,"a","E"
"i21",14,2014,1,4,"a","E"
"i21",14,2014,1,4,"a","E"
"i21",14,2014,9,4,"a","E"
"i21",14,2015,3,1,"a","E"
"i21",14,2015,8,1,"a","E"
"i21",14,2015,4,1,"a","E"
"i21",14,2015,4,2,"a","E"
"i21",14,2015,12,2,"a","E"
"i21",14,2015,9,2,"a","E"
"i21",14,2015,13,3,"a","E"
"i21",14,2015,12,3,"a","E"
"i21",14,2015,7,4,"a","E"
